1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com,4.0,25,2095
Barley, Lentil and Mushroom Soup Recipe - Allrecipes.com,4.4,27,1694
Basic Bean Soup Recipe - Allrecipes.com,4.5,32,1582
Basic Beef Stock Recipe - Allrecipes.com,4.7,31,3734
Basic Chicken Stock Recipe - Allrecipes.com,4.7,85,6138
Basic Ham and Bean Soup Recipe - Allrecipes.com,4.5,458,12842
Basic Vegetable Stock Recipe - Allrecipes.com,4.7,48,4573
Basil Tomato Soup Recipe - Allrecipes.com,4.4,410,36727
Basler Mehlsuppa Recipe - Allrecipes.com,4.6,6,310
Bat Wing Soup Recipe - Allrecipes.com,3.8,5,675
Bay Scallop Chowder Recipe - Allrecipes.com,4.3,35,1202
BDukes Lima Beans, Cabbage and Smoked Sausage Recipe - Allrecipes.com,4.6,7,348
Be Prepared Five-Bean Soup Mix Recipe - Allrecipes.com,4.7,20,2313
Beach Body Fruit Soup Recipe - Allrecipes.com,4.7,3,945
Beaker's Vegetable Barley Soup Recipe - Allrecipes.com,4.6,407,11472
Bean & Pasta Soup Recipe - Allrecipes.com,4.4,8,988
Bean and Bacon Soup Recipe - Allrecipes.com,4.0,14,593
Bean and Meat Soup Recipe - Allrecipes.com,3.8,4,166
Bean and Pasta Soup Recipe - Allrecipes.com,4.5,4,271
Bean and Sausage Soup Recipe - Allrecipes.com,3.9,31,1788
Bean and Tomato Stew with Sage Recipe - Allrecipes.com,3.9,19,1159
Bean Soup Recipe - Allrecipes.com,4.6,140,5827
Bean Soup With Kale Recipe - Allrecipes.com,4.7,272,6275
Bean with Bacon Recipe - Allrecipes.com,4.5,42,5405
Bean, Bacon and Pepper Soup Recipe - Allrecipes.com,4.6,15,642
Bean, Pasta and Roasted Pepper Soup Recipe - Allrecipes.com,4.0,1,337
Beans and Greens Recipe - Allrecipes.com,4.0,38,3243
Beans, Greens and Garlic Soup Recipe - Allrecipes.com,4.6,20,861
Bear's Bodacious Bean Bonanza Recipe - Allrecipes.com,3.7,3,213
Beaufort Stew Recipe - Allrecipes.com,4.5,14,445
Becca's Taco Soup Recipe - Allrecipes.com,4.6,87,3656
Beef and Barley Soup I Recipe - Allrecipes.com,4.0,12,1056
Beef and Barley Soup II Recipe - Allrecipes.com,4.1,11,1397
Beef and Barley Soup III Recipe - Allrecipes.com,4.7,33,1720
Beef and Barley Soup IV Recipe - Allrecipes.com,2.0,2,299
Beef and Bean Pot Recipe - Allrecipes.com,4.3,28,1021
Beef and Bean Stew Recipe - Allrecipes.com,4.2,5,526
Beef and Garden Vegetable Soup Recipe - Allrecipes.com,4.7,3,891
Beef and Lentil Soup Recipe - Allrecipes.com,4.7,16,1252
Beef and Noodles in Crockpot Recipe - Allrecipes.com,4.4,39,2548
Beef and Onion Stew Recipe - Allrecipes.com,4.6,24,1015
Beef and Sausage Soup Recipe - Allrecipes.com,4.3,3,259
Beef and Vegetable Ragout Recipe - Allrecipes.com,4.5,14,544
Beef and Vegetable Stew Recipe - Allrecipes.com,4.2,47,2195
Beef and Veggie Stew with Dumplings Recipe - Allrecipes.com,3.5,1,806
Beef and Walnut Stew Recipe - Allrecipes.com,4.3,7,306
Beef and Wine Soup with Dumplings Recipe - Allrecipes.com,4.3,38,1556
Beef Barley Lentil Soup Recipe - Allrecipes.com,4.2,57,5510
Beef Barley Soup Recipe - Allrecipes.com,4.7,98,4178
Beef Barley Stew Recipe - Allrecipes.com,4.6,64,2242
Beef Barley Vegetable Soup Recipe - Allrecipes.com,4.7,531,34035
Beef Bourguignonne Recipe - Allrecipes.com,4.2,16,762
Beef Burgundy I Recipe - Allrecipes.com,4.2,51,1824
Beef Cabbage Stew Recipe - Allrecipes.com,4.4,25,2487
Beef Caldo with Spinach Recipe - Allrecipes.com,4.1,11,999
Beef Curry Soup Recipe - Allrecipes.com,4.4,36,1129
Beef Goulash Soup Recipe - Allrecipes.com,4.4,9,555
Beef 'n' Black Bean Soup Recipe - Allrecipes.com,4.1,17,1511
Beef Nilaga Recipe - Allrecipes.com,5.0,0,222
Beef Noodle Soup Recipe - Allrecipes.com,4.3,199,34369
Beef Onion Soup Recipe - Allrecipes.com,4.0,1,38
Beef Stew I Recipe - Allrecipes.com,4.3,32,2306
Beef Stew II Recipe - Allrecipes.com,4.3,119,5730
Beef Stew III Recipe - Allrecipes.com,4.2,21,1747
Beef Stew IV Recipe - Allrecipes.com,4.5,244,11219
Beef Stew V Recipe - Allrecipes.com,4.6,76,2472
Beef Stew VI Recipe - Allrecipes.com,4.6,677,27045
Beef Stew with Ale Recipe - Allrecipes.com,5.0,5,479
Beef Stew with Dumplings Recipe - Allrecipes.com,4.4,53,3466
Beef Stifado Recipe - Allrecipes.com,4.5,11,458
Beef, Bean and Barley Stew Recipe - Allrecipes.com,4.5,25,1120
Beef, Burgundy Style Recipe - Allrecipes.com,4.7,47,2244
Beef, Green Chili and Tomato Stew Recipe - Allrecipes.com,4.6,29,1207
Beefy Beef Chili Recipe - Allrecipes.com,4.2,9,410
Beefy Cabbage Stew Recipe - Allrecipes.com,4.2,20,1560
Beefy Cowboy Chili Recipe - Allrecipes.com,0.0,0,80
Beefy Lentil Vegetable Soup Recipe - Allrecipes.com,4.4,80,4105
Beefy Mushroom Barley Soup Recipe - Allrecipes.com,4.4,87,17157
Beefy Stew Recipe - Allrecipes.com,2.0,1,39
Beefy Tomato Pasta Soup Recipe - Allrecipes.com,4.6,19,1607
Beefy Tomato Soup Recipe - Allrecipes.com,4.3,4,496
Beefy Vegetable Soup Recipe - Allrecipes.com,4.6,53,1605
Beefy Wild Rice Soup Recipe - Allrecipes.com,4.1,7,284
Beer and Maple Lentil Stew Recipe - Allrecipes.com,4.2,14,759
Beer Beef Stew Recipe - Allrecipes.com,3.5,18,840
Beer Beef Stew II Recipe - Allrecipes.com,3.7,72,6696
Beer Cheese Soup I Recipe - Allrecipes.com,4.6,20,1546
Beer Cheese Soup II Recipe - Allrecipes.com,3.9,146,8112
Beer Cheese Soup III Recipe - Allrecipes.com,4.4,118,3388
Beer Cheese Soup IV Recipe - Allrecipes.com,3.6,4,455
Beer Cheese Soup V Recipe - Allrecipes.com,4.1,29,1225
Beer Cheese Soup VI Recipe - Allrecipes.com,4.3,27,1163
Beer Cheese Soup VII Recipe - Allrecipes.com,1.8,5,173
Beer Sausage Recipe - Allrecipes.com,4.4,11,1587
Beer Soup (Biersuppe) Recipe - Allrecipes.com,1.8,6,257
Beer-Baked Irish Beef Recipe - Allrecipes.com,4.4,13,3904
Beet Soup Recipe - Allrecipes.com,4.2,38,1381
Beezie's Black Bean Soup Recipe - Allrecipes.com,4.1,128,8670
Bela's Potato and White Bean Chowder Recipe - Allrecipes.com,4.1,5,530
Belgian Beef Stew Recipe - Allrecipes.com,3.6,18,810
Belgium Beef Stew Recipe - Allrecipes.com,4.2,16,812
Belle's Cheesy Potato Stoup Recipe - Allrecipes.com,4.7,3,109
Belly Burner Chili Recipe - Allrecipes.com,4.7,7,460
Bengali Dhal Recipe - Allrecipes.com,3.8,5,677
Bermuda Fish Chowder Recipe - Allrecipes.com,4.4,31,975
Best Beer Cheese Soup Recipe - Allrecipes.com,4.1,16,692
Best Broccoli Cheddar Soup Recipe - Allrecipes.com,4.1,29,4123
Best Broccoli Soup Recipe - Allrecipes.com,4.5,29,1128
Best Butternut Squash Soup Ever Recipe - Allrecipes.com,4.5,82,7239
Best Cream Of Broccoli Soup Recipe - Allrecipes.com,4.4,520,16861
Best Cream of Potato Soup Recipe - Allrecipes.com,4.6,93,2283
Best Darn Minestrone Soup Around Recipe - Allrecipes.com,4.6,46,2052
Best Ever Beef Stew Recipe - Allrecipes.com,4.4,22,1473
Best Ever Chuck Wagon Chili Recipe - Allrecipes.com,4.5,49,3122
Best Ever Creamy Soup Recipe - Allrecipes.com,4.4,30,1027
Best Ever Split Pea Recipe - Allrecipes.com,4.6,117,2560
Best Italian Sausage Soup Recipe - Allrecipes.com,4.6,216,13303
Best Pennsylvania Dutch Chicken Corn Soup Recipe - Allrecipes.com,4.7,33,1631
Best Soup This Side Of The Mississippi Recipe - Allrecipes.com,4.7,2,427
Best Wild Rice Soup Ever Recipe - Allrecipes.com,4.3,7,504
Best Yet Turkey Chili Recipe - Allrecipes.com,4.4,64,2955
Better Vegetable Stew Recipe - Allrecipes.com,3.4,4,1034
Big Bear Stew Recipe - Allrecipes.com,4.4,11,234
Big Charlie's Gumbo Recipe - Allrecipes.com,4.5,72,4443
Big Ed's Cajun Shrimp Soup Recipe - Allrecipes.com,4.7,163,5389
Big Game Day Chili Recipe - Allrecipes.com,4.4,11,662
Bigos (Hunter's Stew) Recipe - Allrecipes.com,4.6,15,771
Bison Stew Recipe - Allrecipes.com,4.7,3,221
Bissara Recipe - Allrecipes.com,4.2,29,1705
Bistec Encebollao Recipe - Allrecipes.com,4.7,17,1034
Black Bean and Chickpea Chili Recipe - Allrecipes.com,4.4,14,814
Black Bean and Salsa Soup Recipe - Allrecipes.com,4.7,907,28504
Black Bean Chili Recipe - Allrecipes.com,4.4,14,2933
Black Bean Salsa Soup Recipe - Allrecipes.com,4.4,17,2115
Black Bean Soup Recipe - Allrecipes.com,4.3,3,310
Black Bean Soup I Recipe - Allrecipes.com,4.0,57,2787
Black Bean Soup II Recipe - Allrecipes.com,3.4,40,2199
Black Bean Soup III Recipe - Allrecipes.com,4.0,10,772
Black Bean Soup with Bacon Recipe - Allrecipes.com,5.0,1,732
Black Bean Soup with Rice and Sherry Recipe - Allrecipes.com,4.0,3,345
Black Bean Vegetable Soup Recipe - Allrecipes.com,4.6,569,27220
Black Bean, Corn and Turkey Chili Recipe - Allrecipes.com,4.6,176,11853
Black Bean, Sausage, and Sweet Potato Soup Recipe - Allrecipes.com,4.1,26,2231
Blackberry Soup Recipe - Allrecipes.com,4.7,2,221
Black-Eyed Pea and Bacon Soup Recipe - Allrecipes.com,4.5,18,1270
Black-Eyed Pea Chowder Recipe - Allrecipes.com,4.5,31,1437
Black-Eyed Pea Gumbo Recipe - Allrecipes.com,4.4,213,11162
Black-Eyed Peas and Gumbo Recipe - Allrecipes.com,4.3,33,2445
BLT Soup Recipe - Allrecipes.com,4.6,11,1219
BLT Soup I Recipe - Allrecipes.com,4.6,9,420
BLT Soup II Recipe - Allrecipes.com,4.5,2,232
Bob Evans(R) Sausage Corn Chowder Recipe - Allrecipes.com,4.5,9,838
Boilermaker Tailgate Chili Recipe - Allrecipes.com,4.8,2107,70440
Bok Choy Beef Soup Recipe - Allrecipes.com,4.4,7,511
Bold Vegan Chili Recipe - Allrecipes.com,4.1,27,2653
Bologna Potato Soup Recipe - Allrecipes.com,3.0,4,152
Borscht I Recipe - Allrecipes.com,4.5,59,2353
Borscht II Recipe - Allrecipes.com,4.3,19,878
Borscht with Meat Recipe - Allrecipes.com,4.7,8,733
Boudreaux's Zydeco Stomp Gumbo Recipe - Allrecipes.com,4.7,360,15082
Bouillabaisse Recipe - Allrecipes.com,4.7,23,2042
Bouja Soup Recipe - Allrecipes.com,4.0,1,144
Bourtheto Recipe - Allrecipes.com,4.2,13,626
Braised Beef with Garden Vegetables and Herbs Recipe - Allrecipes.com,0.0,0,26
Bramblett's Vegetable Stock Recipe - Allrecipes.com,5.0,8,1647
Bratwurst Stew Recipe - Allrecipes.com,4.5,65,6440
Bratwurst, Potato and Cabbage Soup Recipe - Allrecipes.com,4.4,81,2582
Brazilian Black Bean Soup Recipe - Allrecipes.com,4.0,48,2642
Brazilian Black Bean Stew Recipe - Allrecipes.com,4.7,185,7641
Brazilian Fish Stew Recipe - Allrecipes.com,4.4,124,13568
Brie Soup Recipe - Allrecipes.com,4.4,7,709
Broccoli and Stilton Soup Recipe - Allrecipes.com,4.2,29,1300
Broccoli Barley Soup Recipe - Allrecipes.com,4.4,12,318
Broccoli Cheese Soup Recipe - Allrecipes.com,4.6,1114,37394
Broccoli Cheese Soup III Recipe - Allrecipes.com,4.5,175,4210
Broccoli Cheese Soup IV Recipe - Allrecipes.com,4.3,41,1720
Broccoli Cheese Soup V Recipe - Allrecipes.com,4.6,452,10203
Broccoli Cheese Soup VI Recipe - Allrecipes.com,4.1,39,1301
Broccoli Cheese Soup VII Recipe - Allrecipes.com,4.5,64,4023
Broccoli Cheese Soup VIII Recipe - Allrecipes.com,3.6,4,395
Broccoli Chowder Recipe - Allrecipes.com,3.7,10,258
Broccoli Crab Bisque Recipe - Allrecipes.com,4.4,10,2946
Broccoli Crawfish Cheese Soup Recipe - Allrecipes.com,4.9,27,1601
Broccoli Potato Soup Recipe - Allrecipes.com,4.4,4,192
Broccoli Soup Recipe - Allrecipes.com,4.2,129,5926
Broccoli Soup II Recipe - Allrecipes.com,4.1,22,450
Broccoli Spaghetti Soup Recipe - Allrecipes.com,3.3,8,431
Broccoli, Leek, and Potato Soup Recipe - Allrecipes.com,4.1,22,904
Broccoli-Walnut Soup Recipe - Allrecipes.com,3.7,2,107
Brodetto (Fish Stew) Ancona-Style Recipe - Allrecipes.com,4.0,1,367
Brown Bean Chowder Recipe - Allrecipes.com,4.3,22,1026
Brown Beans Recipe - Allrecipes.com,4.6,13,642
Brown Chicken Stock Recipe - Allrecipes.com,4.7,28,1421
Brown Jug Soup Recipe - Allrecipes.com,4.7,48,1168
Brunswick Stew Recipe - Allrecipes.com,4.3,13,711
Brussels Sprouts and Barley Soup Recipe - Allrecipes.com,4.6,5,335
Bryan's Spicy Red Lentil Soup Recipe - Allrecipes.com,4.2,57,2467
Bry's Chocolate Lamb Chili Recipe - Allrecipes.com,4.4,14,326
Bubba's Jambalaya Recipe - Allrecipes.com,4.7,280,30494
Bucket of Blood Recipe - Allrecipes.com,4.0,2,305
Budget-Friendly Hearty Winter Soup Recipe - Allrecipes.com,4.1,11,862
Buffalo Chicken Chili Recipe - Allrecipes.com,4.6,73,3176
Buffalo Chicken Soup Recipe - Allrecipes.com,4.6,22,1034
Buffalo Chicken Wing Soup Recipe - Allrecipes.com,4.2,111,6460
Bull Riders All Beef Chili Recipe - Allrecipes.com,2.7,8,503
Busy Night Turkey Taco Soup with Avocado Cream Recipe - Allrecipes.com,4.6,119,8186
Busy-Day Dinner Recipe - Allrecipes.com,4.4,5,230
Butter Bean Soup Recipe - Allrecipes.com,3.7,2,314
Butter Bean Veggie Soup Recipe - Allrecipes.com,4.4,15,379
Butter Chickpea Curry Recipe - Allrecipes.com,4.4,367,10046
Butter Lamb Gravy Recipe - Allrecipes.com,4.6,16,841
Butter Soup Recipe - Allrecipes.com,3.8,18,609
Butternut and Acorn Squash Soup Recipe - Allrecipes.com,4.5,191,19635
Butternut and Apple Harvest Soup Recipe - Allrecipes.com,4.4,115,6358
Butternut Shrimp Soup with Sherry Recipe - Allrecipes.com,4.4,23,850
Butternut Soup Recipe - Allrecipes.com,4.3,37,3708
Butternut Squash and Spicy Sausage Soup Recipe - Allrecipes.com,4.4,48,1275
Butternut Squash and Turkey Chili Recipe - Allrecipes.com,4.6,97,7032
Butternut Squash and Turnip Soup Recipe - Allrecipes.com,5.0,3,286
Butternut Squash Bisque Recipe - Allrecipes.com,4.6,417,16586
Butternut Squash Soup Recipe - Allrecipes.com,4.6,1311,28597
Butternut Squash Soup II Recipe - Allrecipes.com,4.6,577,32679
Butternut Squash Soup with a Kick Recipe - Allrecipes.com,4.8,53,2095
Butternut Squash Soup with Sage Recipe - Allrecipes.com,4.2,31,1849
Butternut Squash Soup with Spinach Ravioli Recipe - Allrecipes.com,4.4,55,3747
Butternut Squash-Sweet Potato Ginger Bisque Recipe - Allrecipes.com,3.8,27,977
Butternut Vegetable Soup Recipe - Allrecipes.com,4.3,23,1215
Byrdhouse Spinach Soup Recipe - Allrecipes.com,4.2,11,666
Cabbage and Smoked Sausage Soup Recipe - Allrecipes.com,4.7,19,1386
Cabbage Beef Soup Recipe - Allrecipes.com,4.5,250,12776
Cabbage Borscht Mennonite Soup Recipe - Allrecipes.com,4.8,5,487
Cabbage Borsht Recipe - Allrecipes.com,4.2,10,589
Cabbage Fat-Burning Soup Recipe - Allrecipes.com,4.3,405,20706
Cabbage Goulash Recipe - Allrecipes.com,4.3,10,608
Cabbage Jambalaya Recipe - Allrecipes.com,4.3,145,4575
Cabbage Patch Soup Recipe - Allrecipes.com,4.3,34,1322
Cabbage Patch Stew Recipe - Allrecipes.com,4.3,108,11234
Cabbage Soup I Recipe - Allrecipes.com,4.4,9,730
Cabbage Soup II Recipe - Allrecipes.com,4.4,71,3228
Cabbage Veggie Cream Soup Recipe - Allrecipes.com,0.0,0,273
Cabbage, Potato and Baked Bean Soup Recipe - Allrecipes.com,4.0,22,1500
Cabbage, Potato, and Tomato Soup Recipe - Allrecipes.com,4.8,4,116
Cajun Chicken and Sausage Gumbo Recipe - Allrecipes.com,4.6,156,13509
Cajun Corn and Crab Bisque Recipe - Allrecipes.com,4.7,27,1431
Cajun Corn Soup Recipe - Allrecipes.com,4.3,10,715
Cajun Crab Soup Recipe - Allrecipes.com,4.7,135,4455
Cajun Crawfish and Shrimp Etouffe Recipe - Allrecipes.com,4.8,209,21092
Cajun Potato Soup Recipe - Allrecipes.com,4.6,107,22014
Cajun Scallop Chowder Recipe - Allrecipes.com,4.7,5,276
Cajun Shrimp Soup Recipe - Allrecipes.com,4.7,11,461
Cajun Style Corn Soup Recipe - Allrecipes.com,4.1,33,944
Cajun Style Red Bean and Rice Soup Recipe - Allrecipes.com,4.6,47,2524
Caldo De Res (Beef Soup) Recipe - Allrecipes.com,4.5,46,2711
Caldo de Res (Mexican Beef Soup) Recipe - Allrecipes.com,4.8,82,5889
Caldo Gallega Recipe - Allrecipes.com,4.2,10,444
Caldo Verde (Portuguese Green Soup) Recipe - Allrecipes.com,4.3,43,2353
Calico Bean Soup Recipe - Allrecipes.com,4.5,9,1064
Calico Wild Rice Soup Recipe - Allrecipes.com,4.5,2,327
California Chicken Soup Recipe - Allrecipes.com,3.9,11,965
California Italian Wedding Soup Recipe - Allrecipes.com,4.7,130,9006
Callaloo Soup Recipe - Allrecipes.com,4.4,8,583
Calypso Black Bean Soup Recipe - Allrecipes.com,4.6,15,555
Cambodian Chicken Soup Recipe - Allrecipes.com,4.7,20,661
Camp Chili Recipe - Allrecipes.com,4.1,19,767
Camp Soup Recipe - Allrecipes.com,3.6,4,422
Campbell's Kitchen Cheesy Chicken Chowder Recipe - Allrecipes.com,4.5,2,213
Campbell's Kitchen Savory Chicken Stew Recipe - Allrecipes.com,3.7,3,640
Campbell's Kitchen Seafood Bisque Recipe - Allrecipes.com,4.6,3,240
Campbell's(R) Slow Cooker Hearty Beef and Bean Chili Recipe - Allrecipes.com,4.5,50,3770
Campbell's(R) Slow-Cooker Chicken and Dumplings Recipe - Allrecipes.com,3.8,29,9896
Campfire Bean 'N' Ham Soup Recipe - Allrecipes.com,4.1,6,698
Campfire Chicken Stew Recipe - Allrecipes.com,4.0,4,271
Campfire Stew Recipe - Allrecipes.com,4.5,13,820
Canja Recipe - Allrecipes.com,4.5,20,1090
Canned Soup Recipe - Allrecipes.com,4.2,22,729
Cannellini Bean with Flat Leaf Kale Recipe - Allrecipes.com,4.5,14,680
Cape Ann Chowder Recipe - Allrecipes.com,5.0,0,115
Cara's Moroccan Stew Recipe - Allrecipes.com,4.7,20,1044
Carib Black Bean Soup Recipe - Allrecipes.com,4.5,59,2991
Caribou Soup Recipe - Allrecipes.com,4.3,3,59
